overlap_ratio_0.0_sil2.9_3.0_session0_actual0.0_utterance_0	ONWARD SAID A DISTANT VOICE
overlap_ratio_20.0_sil0.1_1.0_session4_actual20.0_utterance_73	MANY OF THESE AGAIN AND ALSO MANY OF THE OTHER ARISTOCRACY OF LESS DEGREE HAVE IN TURN ATTACHED TO THEIR PERSONS A MORE OR LESS COMPREHENSIVE GROUP OF VICARIOUS CONSUMER IN THE PERSONS OF THEIR WIVES AND CHILDREN THEIR SERVANTS RETAINERS ET CETERA
overlap_ratio_20.0_sil0.1_1.0_session4_actual20.0_utterance_74	THE QUEENS HAD TAKEN THEIR SEATS UPON A MAGNIFICENT DIAS OR PLATFORM ERECTED UPON THE BORDERS OF THE LAKE IN A THEATER OF WONDERFUL ELEGANCE OF CONSTRUCTION
overlap_ratio_20.0_sil0.1_1.0_session4_actual20.0_utterance_75	A GRAMOPHONE BY THE HELP OF SUITABLE RECORDS MIGHT RELATE TO US THE INCIDENTS OF ITS PAST AND PEOPLE ARE NOT SO DIFFERENT FROM GRAMOPHONES AS THEY LIKE TO BELIEVE
overlap_ratio_20.0_sil0.1_1.0_session4_actual20.0_utterance_76	A GREAT SAINT SAINT FRANCIS XAVIER
overlap_ratio_20.0_sil0.1_1.0_session4_actual20.0_utterance_77	BUT HOW DID SHE MANAGE TO RENDER IT SO FASHIONABLE
overlap_ratio_20.0_sil0.1_1.0_session4_actual20.0_utterance_78	LET A MAN RUN AND EVERYBODY WILL RUN AFTER HIM THE CROWD WILL NOT STOP UNLESS THE MAN IS PROVED TO BE MAD BUT TO PROVE IT IS INDEED A DIFFICULT TASK BECAUSE WE HAVE A CROWD OF MEN WHO MAD FROM THEIR BIRTH ARE STILL CONSIDERED WISE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_0	AND I HAVE NO ONE READY TO WHOM I CAN GIVE UP THE ARCHIVES OF THE GOVERNMENT
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_1	COME COME I AM GETTING REALLY TIRED OF YOUR ABSENCE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_2	IT IS A GLEANER BRINGING DOWN HER ONE SHEAF OF CORN TO AN OLD WATERMILL ITSELF MOSSY AND RENT SCARCELY ABLE TO GET ITS STONES TO TURN
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_3	YOU KNOW I HAVE JUST BEEN TELLING YOU HOW THIS SCHOOL OF MATERIALISM AND CLAY INVOLVED ITSELF AT LAST IN CLOUD AND FIRE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_4	COME TO ME MEN HERE HERE HE RAISED HIS VOICE STILL LOUDER
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_5	IN ALL EARLY GOTHIC ART INDEED YOU WILL FIND FAILURE OF THIS KIND ESPECIALLY DISTORTION AND RIGIDITY WHICH ARE IN MANY RESPECTS PAINFULLY TO BE COMPARED WITH THE SPLENDID REPOSE OF CLASSIC ART
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_6	AND THIS PLAN WAS ADOPTED TOO IN ORDER TO EXTRACT FROM ME A PROMISE THAT I WOULD DEPART IN PEACE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_7	THINKING OF ALL THIS I WENT TO SLEEP
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_8	ENQUIRED ROBIN WITH HIS SUSPICIONS STILL UPON HIM
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_9	VERY CAREFULLY THE MAGICIAN REMOVED THIS POWDER PLACING IT ALL TOGETHER IN A GOLDEN DISH WHERE HE MIXED IT WITH A GOLDEN SPOON
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_10	HE HAD THE FAITH IN HIM THAT MOVES MOUNTAINS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_11	HE WORE BLUE SILK STOCKINGS BLUE KNEE PANTS WITH GOLD BUCKLES A BLUE RUFFLED WAIST AND A JACKET OF BRIGHT BLUE BRAIDED WITH GOLD
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_12	A BED QUILT MADE OF PATCHES OF DIFFERENT KINDS AND COLORS OF CLOTH ALL NEATLY SEWED TOGETHER
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_13	BUT AS WE DESCEND THE SOCIAL SCALE THE POINT IS PRESENTLY REACHED WHERE THE DUTIES OF VICARIOUS LEISURE AND CONSUMPTION DEVOLVE UPON THE WIFE ALONE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_14	THEY ARE BEYOND ALL OTHER WORKS THAT I KNOW EXISTING DEPENDENT FOR THEIR EFFECT ON LOW SUBDUED TONES THEIR FAVORITE CHOICE IN TIME OF DAY BEING EITHER DAWN OR TWILIGHT AND EVEN THEIR BRIGHTEST SUNSETS PRODUCED CHIEFLY OUT OF GRAY PAPER
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_15	HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTFICHET ANSWERED FEELING TOO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_16	THROUGHOUT THE ENTIRE EVOLUTION OF CONSPICUOUS EXPENDITURE WHETHER OF GOODS OR OF SERVICES OR HUMAN LIFE RUNS THE OBVIOUS IMPLICATION THAT IN ORDER TO EFFECTUALLY MEND THE CONSUMER'S GOOD FAME IT MUST BE AN EXPENDITURE OF SUPERFLUITIES
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_17	THE PHRASE AND THE DAY AND THE SCENE HARMONIZED IN A CHORD
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_18	AT MOST BY AN ALMS GIVEN TO A BEGGAR WHOSE BLESSING HE FLED FROM HE MIGHT HOPE WEARILY TO WIN FOR HIMSELF SOME MEASURE OF ACTUAL GRACE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_19	THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_20	THOUGH I MAY BE BUT AN UNGRACIOUS ADVISER YOU WILL ALLOW ME THEREFORE TO SUBSCRIBE MYSELF WITH THE BEST WISHES FOR YOUR HAPPINESS HERE AND HEREAFTER YOUR TRUE FRIEND ROBERT SOUTHEY
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_21	THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_22	THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_23	NO ONE SAW HIM DO THIS FOR ALL WERE LOOKING AT THE POWDER OF LIFE BUT SOON THE WOMAN REMEMBERED WHAT SHE HAD BEEN DOING AND CAME BACK TO THE CUPBOARD
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_24	HE REFUSED AT FIRST TO LISTEN TO THE CAREFUL ADVICE IT WAS REPUGNANT TO HIS LIBERAL NATURE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_25	HERE IS AN EQUALLY TYPICAL GREEK SCHOOL LANDSCAPE BY WILSON LOST WHOLLY IN GOLDEN MIST THE TREES SO SLIGHTLY DRAWN THAT YOU DON'T KNOW IF THEY ARE TREES OR TOWERS AND NO CARE FOR COLOR WHATEVER PERFECTLY DECEPTIVE AND MARVELOUS EFFECT OF SUNSHINE THROUGH THE MIST APOLLO AND THE PYTHON
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_26	HER FEEBLE HEALTH GAVE HER HER YIELDING MANNER FOR SHE COULD NEVER OPPOSE ANY ONE WITHOUT GATHERING UP ALL HER STRENGTH FOR THE STRUGGLE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_27	THERE IS A MORE OR LESS ELABORATE SYSTEM OF RANK AND GRADES
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_28	THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_29	I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_30	VERY MUCH OF SQUALOR AND DISCOMFORT WILL BE ENDURED BEFORE THE LAST TRINKET OR THE LAST PRETENSE OF PECUNIARY DECENCY IS PUT AWAY
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_31	THE MOST FAMOUS OF THEM ALL WAS THE OVERTHROW OF THE ISLAND OF ATLANTIS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_32	A MONTFICHET A MONTFICHET GAMEWELL TO THE RESCUE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_33	THE WEARERS OF UNIFORMS AND LIVERIES MAY BE ROUGHLY DIVIDED INTO TWO CLASSES THE FREE AND THE SERVILE OR THE NOBLE AND THE IGNOBLE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_34	A GOOD NEIGHBOUR OF THE BRONTES A CLEVER INTELLIGENT YORKSHIRE WOMAN WHO KEEPS A DRUGGIST'S SHOP IN HAWORTH AND FROM HER OCCUPATION HER EXPERIENCE AND EXCELLENT SENSE HOLDS THE POSITION OF VILLAGE DOCTRESS AND NURSE AND AS SUCH HAS BEEN A FRIEND IN MANY A TIME OF TRIAL AND SICKNESS AND DEATH IN THE HOUSEHOLDS ROUND TOLD ME A CHARACTERISTIC LITTLE INCIDENT CONNECTED WITH TABBY'S FRACTURED LEG
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_35	YOU MUST LOOK AT HIM IN THE FACE FIGHT HIM CONQUER HIM WITH WHAT SCATHE YOU MAY YOU NEED NOT THINK TO KEEP OUT OF THE WAY OF HIM
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_36	AND THEREFORE TO YOU I TURN TIMAEUS CITIZEN OF LOCRIS WHO ARE AT ONCE A PHILOSOPHER AND A STATESMAN AND TO YOU CRITIAS WHOM ALL ATHENIANS KNOW TO BE SIMILARLY ACCOMPLISHED AND TO HERMOCRATES WHO IS ALSO FITTED BY NATURE AND EDUCATION TO SHARE IN OUR DISCOURSE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_37	FOR AT THE PERIL OF HER OWN EXISTENCE AND WHEN THE OTHER HELLENES HAD DESERTED HER SHE REPELLED THE INVADER AND OF HER OWN ACCORD GAVE LIBERTY TO ALL THE NATIONS WITHIN THE PILLARS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_38	WHAT WORLD WIDE INIQUITY SUCH A SPEECH AS THAT DISCLOSES SAID I STILL TURNING MYSELF TO THE CAPTAIN FOR THOUGH I WOULD HAVE CRUSHED THEM BOTH BY MY WORDS HAD IT BEEN POSSIBLE MY DISLIKE CENTRED ITSELF ON SIR FERDINANDO
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_39	THE USE OF THE WORD WASTE AS A TECHNICAL TERM THEREFORE IMPLIES NO DEPRECATION OF THE MOTIVES OR OF THE ENDS SOUGHT BY THE CONSUMER UNDER THIS CANON OF CONSPICUOUS WASTE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_40	I KNOW THE FIRST LETTER I WROTE TO YOU WAS ALL SENSELESS TRASH FROM BEGINNING TO END BUT I AM NOT ALTOGETHER THE IDLE DREAMING BEING IT WOULD SEEM TO DENOTE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_41	I AM NOT ALLOWED TO PERFORM MAGIC EXCEPT FOR MY OWN AMUSEMENT HE TOLD HIS VISITORS AS HE LIGHTED A PIPE WITH A CROOKED STEM AND BEGAN TO SMOKE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_42	IT WILL BE WHOLLY IMPOSSIBLE FOR YOU TO RETAIN THE TRANQUILLITY OF TEMPER AND FELICITY OF FAITH NECESSARY FOR NOBLE PURIST PAINTING UNLESS YOU ARE ACTIVELY ENGAGED IN PROMOTING THE FELICITY AND PEACE OF PRACTICAL LIFE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_43	IF CHRISTIAN PERFECTION BE NECESSARY TO SALVATION I SHALL NEVER BE SAVED MY HEART IS A VERY HOTBED FOR SINFUL THOUGHTS AND WHEN I DECIDE ON AN ACTION I SCARCELY REMEMBER TO LOOK TO MY REDEEMER FOR DIRECTION
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_44	WE USED TO DISPUTE ABOUT POLITICS AND RELIGION
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_45	NOW TO BED BOY
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_46	BUT WHAT IS THE DELICATE MISSION I ASKED
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_47	SOME OF THE PENAL REGULATIONS WERE COPIED FROM THE EDICTS OF DIOCLETIAN AND THIS METHOD OF CONVERSION WAS APPLAUDED BY THE SAME BISHOPS WHO HAD FELT THE HAND OF OPPRESSION AND PLEADED FOR THE RIGHTS OF HUMANITY
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_48	AN ARTICLE MAY BE USEFUL AND WASTEFUL BOTH AND ITS UTILITY TO THE CONSUMER MAY BE MADE UP OF USE AND WASTE IN THE MOST VARYING PROPORTIONS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_49	BUT I MEAN TO HAVE MY INNINGS BEFORE LONG
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_50	BUT THE GENERAL DISTINCTION IS NOT ON THAT ACCOUNT TO BE OVERLOOKED
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_51	SOON THE WHOLE BRIDGE WAS TREMBLING AND RESOUNDING
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_52	BUT IN EGYPT THE TRADITIONS OF OUR OWN AND OTHER LANDS ARE BY US REGISTERED FOR EVER IN OUR TEMPLES
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_53	BY BEING STUDIOUS OF COLOR THEY ARE STUDIOUS OF DIVISION AND WHILE THE CHIAROSCURIST DEVOTES HIMSELF TO THE REPRESENTATION OF DEGREES OF FORCE IN ONE THING UNSEPARATED LIGHT THE COLORISTS HAVE FOR THEIR FUNCTION THE ATTAINMENT OF BEAUTY BY ARRANGEMENT OF THE DIVISIONS OF LIGHT
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_54	THERE IS A WANT OF FLOW AND OFTEN A DEFECT OF RHYTHM THE MEANING IS SOMETIMES OBSCURE AND THERE IS A GREATER USE OF APPOSITION AND MORE OF REPETITION THAN OCCURS IN PLATO'S EARLIER WRITINGS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_55	INSTEAD OF SHOES THE OLD MAN WORE BOOTS WITH TURNOVER TOPS AND HIS BLUE COAT HAD WIDE CUFFS OF GOLD BRAID
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_56	BEFORE THEM FLED THE STROLLER AND HIS THREE SONS CAPLESS AND TERRIFIED
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_57	HE PASSES ABRUPTLY FROM PERSONS TO IDEAS AND NUMBERS AND FROM IDEAS AND NUMBERS TO PERSONS FROM THE HEAVENS TO MAN FROM ASTRONOMY TO PHYSIOLOGY HE CONFUSES OR RATHER DOES NOT DISTINGUISH SUBJECT AND OBJECT FIRST AND FINAL CAUSES AND IS DREAMING OF GEOMETRICAL FIGURES LOST IN A FLUX OF SENSE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_58	THE EUROPE THEY HAD COME FROM LAY OUT THERE BEYOND THE IRISH SEA EUROPE OF STRANGE TONGUES AND VALLEYED AND WOODBEGIRT AND CITADELLED AND OF ENTRENCHED AND MARSHALLED RACES
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_59	SOCRATES BEGINS THE TIMAEUS WITH A SUMMARY OF THE REPUBLIC
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_60	NOTTINGHAM CASTLE WAS REACHED AND ADMITTANCE WAS DEMANDED
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_61	WHEN DO YOU INTEND THAT THE JOHN BRIGHT SHALL START
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_62	ON AUGUST TWENTY SEVENTH EIGHTEEN THIRTY SEVEN SHE WRITES
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_63	WHEN THEY WERE OUTSIDE UNC SIMPLY LATCHED THE DOOR AND STARTED UP THE PATH
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_64	FOR IN THE TIMES BEFORE THE GREAT FLOOD ATHENS WAS THE GREATEST AND BEST OF CITIES AND DID THE NOBLEST DEEDS AND HAD THE BEST CONSTITUTION OF ANY UNDER THE FACE OF HEAVEN
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_65	THE DIALOGUE IS PRIMARILY CONCERNED WITH THE ANIMAL CREATION INCLUDING UNDER THIS TERM THE HEAVENLY BODIES AND WITH MAN ONLY AS ONE AMONG THE ANIMALS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_66	IN THE PRESENT DAY WE ARE WELL AWARE THAT AN ANCIENT PHILOSOPHER IS TO BE INTERPRETED FROM HIMSELF AND BY THE CONTEMPORARY HISTORY OF THOUGHT
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_67	A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_68	SOME OF THE TOUCHES INDEED WHEN THE TINT HAS BEEN MIXED WITH MUCH WATER HAVE BEEN LAID IN LITTLE DROPS OR PONDS SO THAT THE PIGMENT MIGHT CRYSTALLIZE HARD AT THE EDGE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_69	CONSUMPTION BECOMES A LARGER ELEMENT IN THE STANDARD OF LIVING IN THE CITY THAN IN THE COUNTRY
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_70	NINE THOUSAND YEARS HAVE ELAPSED SINCE SHE FOUNDED YOURS AND EIGHT THOUSAND SINCE SHE FOUNDED OURS AS OUR ANNALS RECORD
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_71	AGAIN I THANK YOU THIS INCIDENT I SUPPOSE WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A BRIGHT DREAM
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_72	THAT A STYLE IS RESTRAINED OR SEVERE DOES NOT MEAN THAT IT IS ALSO ERRONEOUS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_73	HELLO BERTIE ANY GOOD IN YOUR MIND
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_74	IT HAS NO BEAUTY WHATSOEVER NO SPECIALTY OF PICTURESQUENESS AND ALL ITS LINES ARE CRAMPED AND POOR
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_75	SOME POEMS OF SOLON WERE RECITED BY THE BOYS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_76	WHAT COULD I DO NOW BUT JUST LAY MYSELF DOWN AND DIE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_77	WHEN I FOUND IT I SAID TO MYSELF THAT IT WOULD DO NICELY FOR MY SERVANT GIRL FOR WHEN SHE WAS BROUGHT TO LIFE SHE WOULD NOT BE PROUD NOR HAUGHTY AS THE GLASS CAT IS FOR SUCH A DREADFUL MIXTURE OF COLORS WOULD DISCOURAGE HER FROM TRYING TO BE AS DIGNIFIED AS THE BLUE MUNCHKINS ARE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_78	ASKED THE VOICE IN SCORNFUL ACCENTS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_79	STUTELEY WAS BY HIS SIDE IN A FLASH AND THEN THEY BOTH BEGAN FEELING ABOUT THEM TO ASCERTAIN THE SHAPE AND CHARACTER OF THIS VAULT
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_80	WE SAT WITH THE OFFICERS SOME LITTLE TIME AFTER DINNER AND THEN WENT ASHORE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_81	WE HAVE COME FROM A FAR LONELIER PLACE THAN THIS A LONELIER PLACE
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_82	A MOMENT BEFORE THE GHOST OF THE ANCIENT KINGDOM OF THE DANES HAD LOOKED FORTH THROUGH THE VESTURE OF THE HAZEWRAPPED CITY
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_83	THE CHRISTMAS HOLIDAYS CAME AND SHE AND ANNE RETURNED TO THE PARSONAGE AND TO THAT HAPPY HOME CIRCLE IN WHICH ALONE THEIR NATURES EXPANDED AMONGST ALL OTHER PEOPLE THEY SHRIVELLED UP MORE OR LESS
overlap_ratio_20.0_sil0.1_1.0_session5_actual19.6_utterance_84	STILL HER HEART HAD RECEIVED A SHOCK IN THE PERCEPTION OF ANNE'S DELICACY AND ALL THESE HOLIDAYS SHE WATCHED OVER HER WITH THE LONGING FOND ANXIETY WHICH IS SO FULL OF SUDDEN PANGS OF FEAR
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_0	YOU SEE MY FRIEND IT'S AN ISSUE OF THE MONSTER THE NOTORIOUS NARWHALE
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_1	YOU WILL TAKE ME ON BOARD COUNT WILL YOU NOT
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_2	IF THE COUNT WERE ON BOARD A STRANGE FATALITY WAS BRINGING HIM TO THE PRESENCE OF HIS RIVAL
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_3	THEY WERE RECEIVED IN THE LITTLE OFFICE BY A MAN NAMED MARKHAM WHO WAS THE JAILER
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_4	WE HAVE HEARD SOMETHING OF YOUR STORY SAID KENNETH AND ARE INTERESTED IN IT
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_5	BUT WHY DIDN'T YOU TELL ME WHEN YOU WERE HERE IN THE SUMMER
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_6	HOTEL A PLACE WHERE A GUEST OFTEN GIVES UP GOOD DOLLARS FOR POOR QUARTERS
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_7	HE WOULD BE LIKE A PHILOLOGIST REFUSING TO EXAMINE A FACT IN LANGUAGE A PHILOSOPHER HESITATING TO SCRUTINIZE A FACT IN HUMANITY
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_8	THE EARTH HAS UNDOUBTEDLY ENTERED UPON A NEW ORBIT BUT SHE IS NOT INCURRING ANY PROBABLE RISK OF BEING PRECIPITATED ONTO THE SUN
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_9	IN THIS GUISE IT BECOMES HORRIBLE
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_10	ALL THE IMAGES OF HIS PAST LIFE FLOATED UPON HIS MEMORY HIS THOUGHTS SPED AWAY TO HIS NATIVE FRANCE ONLY TO RETURN AGAIN TO WONDER WHETHER THE DEPTHS OF OCEAN WOULD REVEAL ANY TRACES OF THE ALGERIAN METROPOLIS
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_11	FATHOM SIX FEET
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_12	MY YACHT IS AT YOUR SERVICE SIR EVEN SHOULD YOU REQUIRE TO MAKE A TOUR ROUND THE WORLD
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_13	TO BE OR NOT TO BE THAT IS THE QUESTION WHETHER TIS NOBLER
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_14	SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_15	AY ME
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_16	HIS DEATH IN THIS CONJUNCTURE WAS A PUBLIC MISFORTUNE
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_17	SHE WAS A LARGE HOMELY WOMAN THEY WERE COMMON WHITE PEOPLE WITH NO REPUTATION IN THE COMMUNITY
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_18	HIS CONDUCT AND PRESENCE OF MIND IN THIS EMERGENCE APPEARED CONSPICUOUS
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_19	VALOR INDEED WAS VERY GENERALLY DIFFUSED OVER THE ONE PARTY AS WELL AS THE OTHER DURING THIS PERIOD DISCIPLINE ALSO WAS ATTAINED BY THE FORCES OF THE PARLIAMENT BUT THE PERFECTION OF THE MILITARY ART IN CONCERTING THE GENERAL PLANS OF ACTION AND THE OPERATIONS OF THE FIELD SEEMS STILL ON BOTH SIDES TO HAVE BEEN IN A GREAT MEASURE WANTING
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_20	MY HEART DOTH PLEAD THAT THOU IN HIM DOST LIE A CLOSET NEVER PIERC'D WITH CRYSTAL EYES BUT THE DEFENDANT DOTH THAT PLEA DENY AND SAYS IN HIM THY FAIR APPEARANCE LIES
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_21	DO YOU KNOW I THOUGHT THE DANCE A BIT CONSCIOUS TO NIGHT FOR THE FIRST TIME
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_22	I WANT TO GET AWAY FROM IT ALL SWOONS
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_23	METER ROUGHLY ONE YARD THREE INCHES
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_24	HE QUITTED THE FIRE AND DROPPED BACK INTO HIS CHAIR
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_25	FROM THE SAME MEN NEW REGIMENTS AND NEW COMPANIES WERE FORMED DIFFERENT OFFICERS APPOINTED AND THE WHOLE MILITARY FORCE PUT INTO SUCH HANDS AS THE INDEPENDENTS COULD RELY ON
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_26	I'VE SEEN LOTS OF THAT KIND IN MY DAY
overlap_ratio_20.0_sil0.1_1.0_session6_actual20.0_utterance_27	WE HAVE A COMMANDER WHO'S GAME FOR ANYTHING
